model_family,model_variant,context,split,rag_mode,use_rag,seed,run_id,value,f1,gold_support,pred_support,gold_rate,pred_rate,source_file
deberta,microsoft/deberta-v3-large,sentence,test,none,False,42.0,,Universalism: tolerance,0.16537467700258396,171.0,216.0,0.011737250326034732,0.014826000411833344,results/logs/deberta_sentence_no_rag_seed42_deberta-v3-large_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,none,False,42.0,,Self-direction: thought,0.0,171.0,0.0,0.011737250326034732,0.0,results/logs/deberta_sentence_no_rag_seed42_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,none,False,42.0,,Self-direction: action,0.0,512.0,0.0,0.03514311208730867,0.0,results/logs/deberta_sentence_no_rag_seed42_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,none,False,42.0,,Stimulation,0.18503937007874016,371.0,137.0,0.02546502848513968,0.00940352803898689,results/logs/deberta_sentence_no_rag_seed42_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,none,False,42.0,,Hedonism,0.08695652173913043,125.0,13.0,0.008579861349440594,0.0008923055803418217,results/logs/deberta_sentence_no_rag_seed42_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,none,False,42.0,,Achievement,0.301699716713881,911.0,501.0,0.06253002951472304,0.0343880842885579,results/logs/deberta_sentence_no_rag_seed42_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,none,False,42.0,,Power: dominance,0.2515337423312884,631.0,347.0,0.04331114009197611,0.023817695106047088,results/logs/deberta_sentence_no_rag_seed42_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,none,False,42.0,,Power: resources,0.35525423728813565,805.0,670.0,0.05525430709039742,0.04598805683300158,results/logs/deberta_sentence_no_rag_seed42_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,none,False,42.0,,Face,0.0,267.0,2.0,0.018326583842405108,0.0001372777815910495,results/logs/deberta_sentence_no_rag_seed42_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,none,False,42.0,,Security: personal,0.25440313111545987,352.0,159.0,0.02416088956002471,0.010913583636488434,results/logs/deberta_sentence_no_rag_seed42_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,none,False,42.0,,Security: societal,0.3789042498719919,1151.0,802.0,0.07900336330564899,0.055048390418010844,results/logs/deberta_sentence_no_rag_seed42_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,none,False,42.0,,Tradition,0.34,196.0,104.0,0.01345322259592285,0.007138444642734574,results/logs/deberta_sentence_no_rag_seed42_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,none,False,42.0,,Conformity: rules,0.40349854227405246,911.0,804.0,0.06253002951472304,0.0551856681996019,results/logs/deberta_sentence_no_rag_seed42_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,none,False,42.0,,Conformity: interpersonal,0.0,195.0,0.0,0.013384583705127325,0.0,results/logs/deberta_sentence_no_rag_seed42_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,none,False,42.0,,Humility,0.0,30.0,0.0,0.0020591667238657424,0.0,results/logs/deberta_sentence_no_rag_seed42_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,none,False,42.0,,Benevolence: caring,0.15238095238095237,324.0,96.0,0.022239000617750016,0.0065893335163703754,results/logs/deberta_sentence_no_rag_seed42_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,none,False,42.0,,Benevolence: dependability,0.0136986301369863,288.0,4.0,0.019768000549111125,0.000274555563182099,results/logs/deberta_sentence_no_rag_seed42_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,none,False,42.0,,Universalism: concern,0.3384094754653131,735.0,447.0,0.05044958473471069,0.03068158418559956,results/logs/deberta_sentence_no_rag_seed42_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,none,False,42.0,,Universalism: nature,0.5610687022900763,293.0,231.0,0.02011119500308875,0.015855583773766217,results/logs/deberta_sentence_no_rag_seed42_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,none,False,42.0,,Universalism: tolerance,0.04419889502762431,171.0,10.0,0.011737250326034732,0.0006863889079552475,results/logs/deberta_sentence_no_rag_seed42_test_metrics.json
deberta,microsoft/deberta-v3-large,sentence,test,none,False,7.0,,Self-direction: thought,0.02185792349726776,171.0,12.0,0.011737250326034732,0.0008236666895462969,results/logs/deberta_sentence_no_rag_seed7_deberta-v3-large_test_metrics.json
deberta,microsoft/deberta-v3-large,sentence,test,none,False,7.0,,Self-direction: action,0.14678899082568808,512.0,578.0,0.03514311208730867,0.039673278879813305,results/logs/deberta_sentence_no_rag_seed7_deberta-v3-large_test_metrics.json
deberta,microsoft/deberta-v3-large,sentence,test,none,False,7.0,,Stimulation,0.21580928481806777,371.0,426.0,0.02546502848513968,0.02924016747889354,results/logs/deberta_sentence_no_rag_seed7_deberta-v3-large_test_metrics.json
deberta,microsoft/deberta-v3-large,sentence,test,none,False,7.0,,Hedonism,0.1461187214611872,125.0,94.0,0.008579861349440594,0.006452055734779326,results/logs/deberta_sentence_no_rag_seed7_deberta-v3-large_test_metrics.json
deberta,microsoft/deberta-v3-large,sentence,test,none,False,7.0,,Achievement,0.313523631258774,911.0,1226.0,0.06253002951472304,0.08415128011531334,results/logs/deberta_sentence_no_rag_seed7_deberta-v3-large_test_metrics.json
deberta,microsoft/deberta-v3-large,sentence,test,none,False,7.0,,Power: dominance,0.2922516900676027,631.0,1292.0,0.04331114009197611,0.08868144690781797,results/logs/deberta_sentence_no_rag_seed7_deberta-v3-large_test_metrics.json
deberta,microsoft/deberta-v3-large,sentence,test,none,False,7.0,,Power: resources,0.3682621819749892,805.0,1514.0,0.05525430709039742,0.10391928066442446,results/logs/deberta_sentence_no_rag_seed7_deberta-v3-large_test_metrics.json
deberta,microsoft/deberta-v3-large,sentence,test,none,False,7.0,,Face,0.1402061855670103,267.0,218.0,0.018326583842405108,0.014963278193424395,results/logs/deberta_sentence_no_rag_seed7_deberta-v3-large_test_metrics.json
deberta,microsoft/deberta-v3-large,sentence,test,none,False,7.0,,Security: personal,0.27014218009478674,352.0,492.0,0.02416088956002471,0.033770334271398174,results/logs/deberta_sentence_no_rag_seed7_deberta-v3-large_test_metrics.json
deberta,microsoft/deberta-v3-large,sentence,test,none,False,7.0,,Security: societal,0.379182156133829,1151.0,2077.0,0.07900336330564899,0.1425629761823049,results/logs/deberta_sentence_no_rag_seed7_deberta-v3-large_test_metrics.json
deberta,microsoft/deberta-v3-large,sentence,test,none,False,7.0,,Tradition,0.4094117647058823,196.0,229.0,0.01345322259592285,0.015718305992175167,results/logs/deberta_sentence_no_rag_seed7_deberta-v3-large_test_metrics.json
deberta,microsoft/deberta-v3-large,sentence,test,none,False,7.0,,Conformity: rules,0.3800695249130938,911.0,1678.0,0.06253002951472304,0.11517605875489052,results/logs/deberta_sentence_no_rag_seed7_deberta-v3-large_test_metrics.json
deberta,microsoft/deberta-v3-large,sentence,test,none,False,7.0,,Conformity: interpersonal,0.0771349862258953,195.0,168.0,0.013384583705127325,0.011531333653648158,results/logs/deberta_sentence_no_rag_seed7_deberta-v3-large_test_metrics.json
deberta,microsoft/deberta-v3-large,sentence,test,none,False,7.0,,Humility,0.0,30.0,0.0,0.0020591667238657424,0.0,results/logs/deberta_sentence_no_rag_seed7_deberta-v3-large_test_metrics.json
deberta,microsoft/deberta-v3-large,sentence,test,none,False,7.0,,Benevolence: caring,0.19037433155080213,324.0,611.0,0.022239000617750016,0.04193836227606562,results/logs/deberta_sentence_no_rag_seed7_deberta-v3-large_test_metrics.json
deberta,microsoft/deberta-v3-large,sentence,test,none,False,7.0,,Benevolence: dependability,0.21997105643994214,288.0,403.0,0.019768000549111125,0.027661472990596472,results/logs/deberta_sentence_no_rag_seed7_deberta-v3-large_test_metrics.json
deberta,microsoft/deberta-v3-large,sentence,test,none,False,7.0,,Universalism: concern,0.37472766884531594,735.0,1101.0,0.05044958473471069,0.07557141876587274,results/logs/deberta_sentence_no_rag_seed7_deberta-v3-large_test_metrics.json
deberta,microsoft/deberta-v3-large,sentence,test,none,False,7.0,,Universalism: nature,0.5495934959349594,293.0,322.0,0.02011119500308875,0.02210172283615897,results/logs/deberta_sentence_no_rag_seed7_deberta-v3-large_test_metrics.json
deberta,microsoft/deberta-v3-large,sentence,test,none,False,7.0,,Universalism: tolerance,0.18905472636815923,171.0,231.0,0.011737250326034732,0.015855583773766217,results/logs/deberta_sentence_no_rag_seed7_deberta-v3-large_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,none,False,7.0,,Self-direction: thought,0.1003344481605351,171.0,128.0,0.011737250326034732,0.008785778021827168,results/logs/deberta_sentence_no_rag_seed7_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,none,False,7.0,,Self-direction: action,0.1561297416162727,512.0,1307.0,0.03514311208730867,0.08971103026975084,results/logs/deberta_sentence_no_rag_seed7_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,none,False,7.0,,Stimulation,0.24274973147153595,371.0,560.0,0.02546502848513968,0.038437778845493854,results/logs/deberta_sentence_no_rag_seed7_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,none,False,7.0,,Hedonism,0.21978021978021978,125.0,148.0,0.008579861349440594,0.010158555837737662,results/logs/deberta_sentence_no_rag_seed7_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,none,False,7.0,,Achievement,0.3317281968967362,911.0,958.0,0.06253002951472304,0.06575605738211271,results/logs/deberta_sentence_no_rag_seed7_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,none,False,7.0,,Power: dominance,0.30565110565110565,631.0,1404.0,0.04331114009197611,0.09636900267691674,results/logs/deberta_sentence_no_rag_seed7_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,none,False,7.0,,Power: resources,0.3669936526255049,805.0,928.0,0.05525430709039742,0.06369689065824696,results/logs/deberta_sentence_no_rag_seed7_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,none,False,7.0,,Face,0.16236162361623616,267.0,275.0,0.018326583842405108,0.018875694968769306,results/logs/deberta_sentence_no_rag_seed7_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,none,False,7.0,,Security: personal,0.2651622002820874,352.0,357.0,0.02416088956002471,0.024504084014002333,results/logs/deberta_sentence_no_rag_seed7_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,none,False,7.0,,Security: societal,0.397796817625459,1151.0,2117.0,0.07900336330564899,0.1453085318141259,results/logs/deberta_sentence_no_rag_seed7_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,none,False,7.0,,Tradition,0.3348837209302326,196.0,234.0,0.01345322259592285,0.01606150044615279,results/logs/deberta_sentence_no_rag_seed7_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,none,False,7.0,,Conformity: rules,0.40968975775605615,911.0,1442.0,0.06253002951472304,0.09897728052714669,results/logs/deberta_sentence_no_rag_seed7_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,none,False,7.0,,Conformity: interpersonal,0.08169934640522876,195.0,417.0,0.013384583705127325,0.02862241746173382,results/logs/deberta_sentence_no_rag_seed7_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,none,False,7.0,,Humility,0.0,30.0,0.0,0.0020591667238657424,0.0,results/logs/deberta_sentence_no_rag_seed7_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,none,False,7.0,,Benevolence: caring,0.18636363636363637,324.0,556.0,0.022239000617750016,0.03816322328231176,results/logs/deberta_sentence_no_rag_seed7_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,none,False,7.0,,Benevolence: dependability,0.2861685214626391,288.0,341.0,0.019768000549111125,0.023405861761273936,results/logs/deberta_sentence_no_rag_seed7_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,none,False,7.0,,Universalism: concern,0.38457831325301206,735.0,1340.0,0.05044958473471069,0.09197611366600315,results/logs/deberta_sentence_no_rag_seed7_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,none,False,7.0,,Universalism: nature,0.5518292682926829,293.0,363.0,0.02011119500308875,0.02491591735877548,results/logs/deberta_sentence_no_rag_seed7_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,none,False,7.0,,Universalism: tolerance,0.23188405797101447,171.0,243.0,0.011737250326034732,0.016679250463312513,results/logs/deberta_sentence_no_rag_seed7_test_metrics.json
deberta,microsoft/deberta-v3-large,sentence,test,early,True,1701.0,,Self-direction: thought,0.03260869565217391,171.0,13.0,0.011737250326034732,0.0008923055803418217,results/logs/deberta_sentence_rag_seed1701_deberta-v3-large_test_metrics.json
deberta,microsoft/deberta-v3-large,sentence,test,early,True,1701.0,,Self-direction: action,0.08803301237964237,512.0,215.0,0.03514311208730867,0.01475736152103782,results/logs/deberta_sentence_rag_seed1701_deberta-v3-large_test_metrics.json
deberta,microsoft/deberta-v3-large,sentence,test,early,True,1701.0,,Stimulation,0.23248882265275708,371.0,300.0,0.02546502848513968,0.020591667238657425,results/logs/deberta_sentence_rag_seed1701_deberta-v3-large_test_metrics.json
deberta,microsoft/deberta-v3-large,sentence,test,early,True,1701.0,,Hedonism,0.2168021680216802,125.0,244.0,0.008579861349440594,0.016747889354108036,results/logs/deberta_sentence_rag_seed1701_deberta-v3-large_test_metrics.json
deberta,microsoft/deberta-v3-large,sentence,test,early,True,1701.0,,Achievement,0.33541666666666664,911.0,1009.0,0.06253002951472304,0.06925664081268447,results/logs/deberta_sentence_rag_seed1701_deberta-v3-large_test_metrics.json
deberta,microsoft/deberta-v3-large,sentence,test,early,True,1701.0,,Power: dominance,0.33194444444444443,631.0,809.0,0.04331114009197611,0.055528862653579515,results/logs/deberta_sentence_rag_seed1701_deberta-v3-large_test_metrics.json
deberta,microsoft/deberta-v3-large,sentence,test,early,True,1701.0,,Power: resources,0.3779128672745694,805.0,1169.0,0.05525430709039742,0.08023886333996842,results/logs/deberta_sentence_rag_seed1701_deberta-v3-large_test_metrics.json
deberta,microsoft/deberta-v3-large,sentence,test,early,True,1701.0,,Face,0.13359528487229863,267.0,242.0,0.018326583842405108,0.01661061157251699,results/logs/deberta_sentence_rag_seed1701_deberta-v3-large_test_metrics.json
deberta,microsoft/deberta-v3-large,sentence,test,early,True,1701.0,,Security: personal,0.3166023166023166,352.0,684.0,0.02416088956002471,0.046949001304138926,results/logs/deberta_sentence_rag_seed1701_deberta-v3-large_test_metrics.json
deberta,microsoft/deberta-v3-large,sentence,test,early,True,1701.0,,Security: societal,0.4078230201987816,1151.0,1968.0,0.07900336330564899,0.1350813370855927,results/logs/deberta_sentence_rag_seed1701_deberta-v3-large_test_metrics.json
deberta,microsoft/deberta-v3-large,sentence,test,early,True,1701.0,,Tradition,0.3847980997624703,196.0,225.0,0.01345322259592285,0.015443750428993068,results/logs/deberta_sentence_rag_seed1701_deberta-v3-large_test_metrics.json
deberta,microsoft/deberta-v3-large,sentence,test,early,True,1701.0,,Conformity: rules,0.35985748218527314,911.0,2457.0,0.06253002951472304,0.1686457546846043,results/logs/deberta_sentence_rag_seed1701_deberta-v3-large_test_metrics.json
deberta,microsoft/deberta-v3-large,sentence,test,early,True,1701.0,,Conformity: interpersonal,0.06792452830188679,195.0,70.0,0.013384583705127325,0.004804722355686732,results/logs/deberta_sentence_rag_seed1701_deberta-v3-large_test_metrics.json
deberta,microsoft/deberta-v3-large,sentence,test,early,True,1701.0,,Humility,0.0,30.0,0.0,0.0020591667238657424,0.0,results/logs/deberta_sentence_rag_seed1701_deberta-v3-large_test_metrics.json
deberta,microsoft/deberta-v3-large,sentence,test,early,True,1701.0,,Benevolence: caring,0.2091020910209102,324.0,489.0,0.022239000617750016,0.0335644175990116,results/logs/deberta_sentence_rag_seed1701_deberta-v3-large_test_metrics.json
deberta,microsoft/deberta-v3-large,sentence,test,early,True,1701.0,,Benevolence: dependability,0.25321100917431194,288.0,257.0,0.019768000549111125,0.01764019493444986,results/logs/deberta_sentence_rag_seed1701_deberta-v3-large_test_metrics.json
deberta,microsoft/deberta-v3-large,sentence,test,early,True,1701.0,,Universalism: concern,0.3688264612596285,735.0,1472.0,0.05044958473471069,0.10103644725101242,results/logs/deberta_sentence_rag_seed1701_deberta-v3-large_test_metrics.json
deberta,microsoft/deberta-v3-large,sentence,test,early,True,1701.0,,Universalism: nature,0.5076023391812865,293.0,562.0,0.02011119500308875,0.03857505662708491,results/logs/deberta_sentence_rag_seed1701_deberta-v3-large_test_metrics.json
deberta,microsoft/deberta-v3-large,sentence,test,early,True,1701.0,,Universalism: tolerance,0.18085106382978722,171.0,205.0,0.011737250326034732,0.014070972613082572,results/logs/deberta_sentence_rag_seed1701_deberta-v3-large_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,early,True,1701.0,,Self-direction: thought,0.0,171.0,3.0,0.011737250326034732,0.00020591667238657423,results/logs/deberta_sentence_rag_seed1701_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,early,True,1701.0,,Self-direction: action,0.19013062409288822,512.0,866.0,0.03514311208730867,0.05944127942892443,results/logs/deberta_sentence_rag_seed1701_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,early,True,1701.0,,Stimulation,0.24756852343059238,371.0,760.0,0.02546502848513968,0.05216555700459881,results/logs/deberta_sentence_rag_seed1701_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,early,True,1701.0,,Hedonism,0.24727272727272728,125.0,150.0,0.008579861349440594,0.010295833619328712,results/logs/deberta_sentence_rag_seed1701_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,early,True,1701.0,,Achievement,0.3456410256410256,911.0,1039.0,0.06253002951472304,0.07131580753655022,results/logs/deberta_sentence_rag_seed1701_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,early,True,1701.0,,Power: dominance,0.33638282899366645,631.0,790.0,0.04331114009197611,0.05422472372846455,results/logs/deberta_sentence_rag_seed1701_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,early,True,1701.0,,Power: resources,0.3700873362445415,805.0,1027.0,0.05525430709039742,0.0704921408470039,results/logs/deberta_sentence_rag_seed1701_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,early,True,1701.0,,Face,0.2188449848024316,267.0,391.0,0.018326583842405108,0.026837806301050177,results/logs/deberta_sentence_rag_seed1701_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,early,True,1701.0,,Security: personal,0.3457627118644067,352.0,533.0,0.02416088956002471,0.036584528794014685,results/logs/deberta_sentence_rag_seed1701_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,early,True,1701.0,,Security: societal,0.4138982017677537,1151.0,2130.0,0.07900336330564899,0.1462008373944677,results/logs/deberta_sentence_rag_seed1701_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,early,True,1701.0,,Tradition,0.3812154696132597,196.0,166.0,0.01345322259592285,0.011394055872057107,results/logs/deberta_sentence_rag_seed1701_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,early,True,1701.0,,Conformity: rules,0.4187044187044187,911.0,1420.0,0.06253002951472304,0.09746722492964514,results/logs/deberta_sentence_rag_seed1701_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,early,True,1701.0,,Conformity: interpersonal,0.06164383561643836,195.0,97.0,0.013384583705127325,0.0066579724071659,results/logs/deberta_sentence_rag_seed1701_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,early,True,1701.0,,Humility,0.0,30.0,0.0,0.0020591667238657424,0.0,results/logs/deberta_sentence_rag_seed1701_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,early,True,1701.0,,Benevolence: caring,0.2407960199004975,324.0,681.0,0.022239000617750016,0.04674308463175235,results/logs/deberta_sentence_rag_seed1701_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,early,True,1701.0,,Benevolence: dependability,0.2622950819672131,288.0,322.0,0.019768000549111125,0.02210172283615897,results/logs/deberta_sentence_rag_seed1701_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,early,True,1701.0,,Universalism: concern,0.34148121123677494,735.0,2006.0,0.05044958473471069,0.13768961493582263,results/logs/deberta_sentence_rag_seed1701_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,early,True,1701.0,,Universalism: nature,0.5413533834586466,293.0,372.0,0.02011119500308875,0.025533667375935206,results/logs/deberta_sentence_rag_seed1701_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,early,True,1701.0,,Universalism: tolerance,0.1464968152866242,171.0,143.0,0.011737250326034732,0.00981536138376004,results/logs/deberta_sentence_rag_seed1701_test_metrics.json
deberta,microsoft/deberta-v3-large,sentence,test,early,True,42.0,,Self-direction: thought,0.0885608856088561,171.0,100.0,0.011737250326034732,0.006863889079552475,results/logs/deberta_sentence_rag_seed42_deberta-v3-large_test_metrics.json
deberta,microsoft/deberta-v3-large,sentence,test,early,True,42.0,,Self-direction: action,0.1329479768786127,512.0,526.0,0.03514311208730867,0.036104056558446014,results/logs/deberta_sentence_rag_seed42_deberta-v3-large_test_metrics.json
deberta,microsoft/deberta-v3-large,sentence,test,early,True,42.0,,Stimulation,0.2593516209476309,371.0,431.0,0.02546502848513968,0.029583361932871165,results/logs/deberta_sentence_rag_seed42_deberta-v3-large_test_metrics.json
deberta,microsoft/deberta-v3-large,sentence,test,early,True,42.0,,Hedonism,0.208955223880597,125.0,143.0,0.008579861349440594,0.00981536138376004,results/logs/deberta_sentence_rag_seed42_deberta-v3-large_test_metrics.json
deberta,microsoft/deberta-v3-large,sentence,test,early,True,42.0,,Achievement,0.34756403817177295,911.0,1080.0,0.06253002951472304,0.07413000205916673,results/logs/deberta_sentence_rag_seed42_deberta-v3-large_test_metrics.json
deberta,microsoft/deberta-v3-large,sentence,test,early,True,42.0,,Power: dominance,0.3033873343151694,631.0,727.0,0.04331114009197611,0.04990047360834649,results/logs/deberta_sentence_rag_seed42_deberta-v3-large_test_metrics.json
deberta,microsoft/deberta-v3-large,sentence,test,early,True,42.0,,Power: resources,0.39797328420082906,805.0,1366.0,0.05525430709039742,0.0937607248266868,results/logs/deberta_sentence_rag_seed42_deberta-v3-large_test_metrics.json
deberta,microsoft/deberta-v3-large,sentence,test,early,True,42.0,,Face,0.12410501193317425,267.0,152.0,0.018326583842405108,0.010433111400919761,results/logs/deberta_sentence_rag_seed42_deberta-v3-large_test_metrics.json
deberta,microsoft/deberta-v3-large,sentence,test,early,True,42.0,,Security: personal,0.3215796897038082,352.0,357.0,0.02416088956002471,0.024504084014002333,results/logs/deberta_sentence_rag_seed42_deberta-v3-large_test_metrics.json
deberta,microsoft/deberta-v3-large,sentence,test,early,True,42.0,,Security: societal,0.4165103189493433,1151.0,1514.0,0.07900336330564899,0.10391928066442446,results/logs/deberta_sentence_rag_seed42_deberta-v3-large_test_metrics.json
deberta,microsoft/deberta-v3-large,sentence,test,early,True,42.0,,Tradition,0.3946784922394678,196.0,255.0,0.01345322259592285,0.01750291715285881,results/logs/deberta_sentence_rag_seed42_deberta-v3-large_test_metrics.json
deberta,microsoft/deberta-v3-large,sentence,test,early,True,42.0,,Conformity: rules,0.41616903996325216,911.0,1266.0,0.06253002951472304,0.08689683574713433,results/logs/deberta_sentence_rag_seed42_deberta-v3-large_test_metrics.json
deberta,microsoft/deberta-v3-large,sentence,test,early,True,42.0,,Conformity: interpersonal,0.035398230088495575,195.0,31.0,0.013384583705127325,0.002127805614661267,results/logs/deberta_sentence_rag_seed42_deberta-v3-large_test_metrics.json
deberta,microsoft/deberta-v3-large,sentence,test,early,True,42.0,,Humility,0.0,30.0,0.0,0.0020591667238657424,0.0,results/logs/deberta_sentence_rag_seed42_deberta-v3-large_test_metrics.json
deberta,microsoft/deberta-v3-large,sentence,test,early,True,42.0,,Benevolence: caring,0.22931442080378253,324.0,522.0,0.022239000617750016,0.03582950099526391,results/logs/deberta_sentence_rag_seed42_deberta-v3-large_test_metrics.json
deberta,microsoft/deberta-v3-large,sentence,test,early,True,42.0,,Benevolence: dependability,0.21587301587301588,288.0,342.0,0.019768000549111125,0.023474500652069463,results/logs/deberta_sentence_rag_seed42_deberta-v3-large_test_metrics.json
deberta,microsoft/deberta-v3-large,sentence,test,early,True,42.0,,Universalism: concern,0.38572136836886467,735.0,1282.0,0.05044958473471069,0.08799505799986272,results/logs/deberta_sentence_rag_seed42_deberta-v3-large_test_metrics.json
deberta,microsoft/deberta-v3-large,sentence,test,early,True,42.0,,Universalism: nature,0.5615615615615615,293.0,373.0,0.02011119500308875,0.02560230626673073,results/logs/deberta_sentence_rag_seed42_deberta-v3-large_test_metrics.json
deberta,microsoft/deberta-v3-large,sentence,test,early,True,42.0,,Universalism: tolerance,0.1907216494845361,171.0,217.0,0.011737250326034732,0.01489463930262887,results/logs/deberta_sentence_rag_seed42_deberta-v3-large_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,early,True,42.0,,Self-direction: thought,0.042328042328042326,171.0,18.0,0.011737250326034732,0.0012355000343194453,results/logs/deberta_sentence_rag_seed42_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,early,True,42.0,,Self-direction: action,0.15812917594654788,512.0,386.0,0.03514311208730867,0.026494611847072552,results/logs/deberta_sentence_rag_seed42_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,early,True,42.0,,Stimulation,0.24936386768447835,371.0,415.0,0.02546502848513968,0.028485139680142768,results/logs/deberta_sentence_rag_seed42_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,early,True,42.0,,Hedonism,0.21754385964912282,125.0,160.0,0.008579861349440594,0.01098222252728396,results/logs/deberta_sentence_rag_seed42_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,early,True,42.0,,Achievement,0.30186170212765956,911.0,593.0,0.06253002951472304,0.04070286224174617,results/logs/deberta_sentence_rag_seed42_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,early,True,42.0,,Power: dominance,0.3325766174801362,631.0,1131.0,0.04331114009197611,0.07763058548973849,results/logs/deberta_sentence_rag_seed42_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,early,True,42.0,,Power: resources,0.3755274261603375,805.0,1565.0,0.05525430709039742,0.10741986409499622,results/logs/deberta_sentence_rag_seed42_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,early,True,42.0,,Face,0.2086092715231788,267.0,337.0,0.018326583842405108,0.02313130619809184,results/logs/deberta_sentence_rag_seed42_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,early,True,42.0,,Security: personal,0.3092783505154639,352.0,715.0,0.02416088956002471,0.04907680691880019,results/logs/deberta_sentence_rag_seed42_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,early,True,42.0,,Security: societal,0.4054472299597648,1151.0,2080.0,0.07900336330564899,0.14276889285469146,results/logs/deberta_sentence_rag_seed42_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,early,True,42.0,,Tradition,0.4423076923076923,196.0,220.0,0.01345322259592285,0.015100555975015443,results/logs/deberta_sentence_rag_seed42_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,early,True,42.0,,Conformity: rules,0.4217506631299735,911.0,1351.0,0.06253002951472304,0.09273114146475393,results/logs/deberta_sentence_rag_seed42_test_metrics.json
deberta,microsoft/deberta-v3-base,sentence,test,early,True,42.0,,Conformity: interpersonal,0.11788617886178861,195.0,297.0,0.013384583705127325,0.02038575056627085,results/logs/deberta_sentence_rag_seed42_test_metrics.json
